name,url,born,teams,first_class.average,first_class.balls_faced,first_class.boundaries,first_class.catches_taken,first_class.fifties,first_class.highest,first_class.hundreds,first_class.inns,first_class.matches,first_class.not_outs,first_class.runs,first_class.sixes,first_class.strike_rate,first_class.stumps
Amit Paunikar,http://www.espncricinfo.com/ci/content/player/324444.html,"April 18, 1988, Nagpur, Maharashtra, India ","Railways,",29.00,2417,180,22,6,166,2,45,26,4,1189,9,49.19,0
Praveen Kumar,http://www.espncricinfo.com/ci/content/player/30732.html,"October 2, 1986, Meerut, Uttar Pradesh ","India,",14.90,159,21,2,0,40,0,10,6,0,149,5,93.71,0
Kundan Kumar,http://www.espncricinfo.com/ci/content/player/30308.html,"June 13, 1985, Muzaffarpur, Bihar ",Bihar Under-16s,21.00,34,3,0,0,21,0,1,1,0,21,0,61.76,0
Bhuvneshwar Kumar,http://www.espncricinfo.com/ci/content/player/326016.html,"February 5, 1990, Meerut, Uttar Pradesh ","India,",22.08,1225,77,8,3,63*,0,29,21,4,552,1,45.06,0
Aman Kumar,http://www.espncricinfo.com/ci/content/player/1135774.html,date unknown ,Haryana,0.00,9,0,0,0,0,0,2,2,0,0,0,0.00,0
Amit Kumar,http://www.espncricinfo.com/ci/content/player/482986.html,"March 29, 1983, Hamirpur ",Services,8.75,37,4,2,0,17,0,5,5,1,35,1,94.59,0
Pinal Shah,http://www.espncricinfo.com/ci/content/player/34282.html,"November 3, 1987, Baroda, Gujarat ","Baroda,",27.05,6863,434,278,18,217*,3,138,93,12,3409,17,49.67,38
Owais Shah,http://www.espncricinfo.com/ci/content/player/594438.html,"October 14, 1990, Srinagar, Kashmir ",Jammu & Kashmir,27.57,998,65,3,5,84,0,22,12,1,579,18,58.01,0
Miten Shah,http://www.espncricinfo.com/ci/content/player/483468.html,"March 7, 1985, Vadodara ",Baroda,18.25,44,5,1,0,33,0,4,4,0,73,4,165.90,0
Hiken Shah,http://www.espncricinfo.com/ci/content/player/33909.html,"November 15, 1984, Bombay (now Mumbai), Maharashtra ",Mumbai,42.35,4700,291,36,8,170,6,57,37,6,2160,4,45.95,1
Shafqat Baba,http://www.espncricinfo.com/ci/content/player/35298.html,"May 5, 1980, Doda ",Jammu & Kashmir,7.50,26,3,1,0,9,0,2,1,0,15,0,57.69,0
Shadab Khan,http://www.espncricinfo.com/ci/content/player/34538.html,"April 14, 1985, Indore, Madhya Pradesh ",Madhya Pradesh Under-16s,32.88,720,53,7,2,58,0,21,25,4,559,6,77.63,0
Puneet Mehra,http://www.espncricinfo.com/ci/content/player/446500.html,"October 6, 1988 ",Delhi,22.40,195,6,2,0,29,0,5,6,0,112,1,57.43,0
Mehjoor Ali,http://www.espncricinfo.com/ci/content/player/734399.html,"April 15, 1991, Srinagar, Kashmir ","Jammu & Kashmir Under-19s,",0.00,7,0,0,0,0*,0,2,1,1,0,0,0.00,0
Sabbhineni Meghana,http://www.espncricinfo.com/ci/content/player/556529.html,"June 7, 1996, Krishna, Andhra Pradesh ",Andhra Women,10.80,62,7,2,0,19,0,6,6,1,54,1,87.09,0
Ashok Menaria,http://www.espncricinfo.com/ci/content/player/371150.html,"October 29, 1990, Udaipur, Rajasthan ","Central Zone,",37.19,7009,543,33,18,230,9,116,71,8,4017,49,57.31,0
Utpal Medhi,http://www.espncricinfo.com/ci/content/player/31189.html,"March 11, 1988, Maligoan, Guwahati, Assam ",Assam Under-14s,24.00,57,0,0,0,24,0,1,1,0,24,2,42.10,0
Chiranjit Paul,http://www.espncricinfo.com/ci/content/player/625407.html,"June 20, 1996 ",Tripura,10.50,84,9,2,0,13,0,6,3,2,42,0,50.00,0
Surender Singh Patwal,http://www.espncricinfo.com/ci/content/player/270753.html,"November 19, 1975, Secunderabad, Hyderabad ",Services,12.66,178,10,2,0,34,0,6,5,0,76,1,42.69,0
Sandeep Pattnaik,http://www.espncricinfo.com/ci/content/player/1059579.html,"May 17, 1998, Bhubaneswar, Orissa ",Odisha,27.62,1713,119,15,1,123,2,28,17,1,746,1,43.54,0
Shesdeep Patra,http://www.espncricinfo.com/ci/content/player/857831.html,"October 21, 1992, Cuttack, Orissa ","Odisha,",10.80,131,5,1,0,26,0,5,6,0,54,1,41.22,0
A Patnekar,http://www.espncricinfo.com/ci/content/player/32385.html,date unknown ,Goa,8.00,145,4,10,0,24,0,5,3,1,32,0,22.06,0
Nilesh Kulkarni,http://www.espncricinfo.com/ci/content/player/30149.html,"April 3, 1973, Dombivli, Maharashtra ","India,",5.00,42,0,1,0,4,0,2,3,1,5,0,11.90,0
Dhawal Kulkarni,http://www.espncricinfo.com/ci/content/player/277955.html,"December 10, 1988, Bombay (now Mumbai), Maharashtra ","India,",-,28,2,2,0,25*,0,2,12,2,27,1,96.42,0
Kuldeep Yadav,http://www.espncricinfo.com/ci/content/player/559235.html,"December 14, 1994, Kanpur, Uttar Pradesh ","India,",8.50,161,6,3,0,26,0,6,6,0,51,0,31.67,0
Kuldeep Sharma,http://www.espncricinfo.com/ci/content/player/236786.html,"October 1, 1985, Sundargarh, Orissa ",Orissa,10.06,849,45,4,0,35*,0,34,20,4,302,3,35.57,0
Sahil Kukreja,http://www.espncricinfo.com/ci/content/player/30144.html,"July 9, 1985, Bombay (now Mumbai), Maharashtra ","Kings XI Punjab,",38.80,6722,374,47,16,229*,7,85,52,7,3027,6,45.03,0
Amit Kuila,http://www.espncricinfo.com/ci/content/player/849721.html,"July 9, 1995, Midnapur, Bengal ","Bengal,",4.60,142,4,0,0,19*,0,10,5,5,23,0,16.19,0
Kshitiz Sharma,http://www.espncricinfo.com/ci/content/player/625380.html,"April 21, 1990, Delhi ","Arunachal Pradesh,",35.57,924,55,14,3,118,1,14,7,0,498,5,53.89,0
Kshitij Patel,http://www.espncricinfo.com/ci/content/player/1131609.html,"October 15, 1997, Sabarkantha, Gujarat ","Gujarat,",47.33,205,15,1,1,89*,0,4,5,1,142,1,69.26,0
Krishna Kumar,http://www.espncricinfo.com/ci/content/player/1084273.html,"December 10, 1991, Thrissur, Kerala ","Kerala,",0.66,11,0,2,0,2,0,3,4,0,2,0,18.18,0
Hardik Sethi,http://www.espncricinfo.com/ci/content/player/820401.html,"February 26, 1993, Bikaner, Rajasthan ",Services,50.75,393,24,2,1,132*,1,5,3,1,203,0,51.65,0
Kanishk Seth,http://www.espncricinfo.com/ci/content/player/849737.html,"November 4, 1997, Kolkata ","Bengal,",41.00,165,11,2,0,32*,0,4,3,2,82,0,49.69,0
Seshadri,http://www.espncricinfo.com/ci/content/player/34963.html,date unknown ,Hyderabad (India),-,-,-,3,-,-,-,-,1,-,-,-,-,0
Nirupam Sen Chowdhary,http://www.espncricinfo.com/ci/content/player/489849.html,"October 23, 1990, Agartala, Tripura ",Tripura,17.48,2067,122,23,3,72*,0,54,30,5,857,2,41.46,2
Valapathy Senthil Kumar,http://www.espncricinfo.com/ci/content/player/33877.html,"January 4, 1976, Madurai, Tamil Nadu ",Tamil Nadu,-,-,-,0,-,-,-,-,2,-,-,-,-,0
S Senthil Kumar,http://www.espncricinfo.com/ci/content/player/34369.html,"September 20, 1983, Jolarpet, Tamil Nadu ","Tamil Nadu,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
Subhranshu Senapati,http://www.espncricinfo.com/ci/content/player/1059577.html,"December 30, 1996, Keonijhar, Orissa ",Odisha,42.80,3200,195,7,7,173,4,40,24,4,1541,16,48.15,0
Nirupam  Sen,http://www.espncricinfo.com/ci/content/player/500151.html,"February 28, 1990, Kanchannagar, Tripura ",Tripura,19.66,105,7,1,0,35*,0,4,2,1,59,0,56.19,0
Kuldeep Sen,http://www.espncricinfo.com/ci/content/player/1163695.html,"October 22, 1996, Rewa, Madhya Pradesh ",Madhya Pradesh,6.75,104,7,1,0,19,0,10,8,2,54,2,51.92,0
Ekant Sen,http://www.espncricinfo.com/ci/content/player/977815.html,"June 21, 1995, Hamirpur, Himachal Pradesh ",Himachal Pradesh Cricket Association XI,21.16,292,15,0,0,46,0,6,4,0,127,2,43.49,0
Amiangshu Sen,http://www.espncricinfo.com/ci/content/player/1159788.html,"November 27, 1994 ",Meghalaya,2.00,25,1,0,0,4,0,2,2,0,4,0,16.00,0
Md Shoyeb,http://www.espncricinfo.com/ci/content/player/1163663.html,"October 14, 1997 ",Arunachal Pradesh,4.00,74,0,0,0,3*,0,2,1,1,4,0,5.40,0
Mayank Mishra,http://www.espncricinfo.com/ci/content/player/1159774.html,"October 9, 1990, Rudrapur, Uttarakhand ",Uttarakhand,20.75,129,6,1,1,58,0,5,5,1,83,4,64.34,0
Mayank Raghav,http://www.espncricinfo.com/ci/content/player/1168062.html,"June 4, 1988, Delhi ",Manipur,54.50,466,61,7,1,228,1,8,4,0,436,13,93.56,0
Ravi Maurya,http://www.espncricinfo.com/ci/content/player/1159810.html,"November 18, 1997, Dimapur, Nagaland ",Nagaland,12.33,47,2,4,0,20,0,3,6,0,37,0,78.72,0
Dhrumil Matkar,http://www.espncricinfo.com/ci/content/player/945507.html,"June 3, 1996, Mumbai ","Mumbai,",34.20,279,18,0,1,62*,0,6,4,1,171,4,61.29,0
Sairaj Patil,http://www.espncricinfo.com/ci/content/player/1079560.html,"October 31, 1996, Thane, Maharashtra ","Mumbai,",7.00,10,0,1,0,7,0,1,2,0,7,0,70.00,0
Vithal Patil,http://www.espncricinfo.com/ci/content/player/32842.html,"June 30, 1927, Bombay (now Mumbai), Maharashtra ",Mumbai,-,-,-,2,-,-,-,-,2,-,-,-,-,0
Nikhil Patil,http://www.espncricinfo.com/ci/content/player/477018.html,"November 27, 1989, Mumbai ","Mumbai,",41.54,922,36,7,3,106,1,15,9,4,457,10,49.56,0
Jitendra Patil,http://www.espncricinfo.com/ci/content/player/279857.html,"September 9, 1989, Pachora, Maharashtra ",Maharashtra,9.75,51,8,0,0,39,0,4,2,0,39,0,76.47,0
Devraj Patil,http://www.espncricinfo.com/ci/content/player/32389.html,"December 6, 1984 ","Karnataka,",7.00,9,1,0,0,7,0,1,2,0,7,0,77.77,0
Anuja Patil,http://www.espncricinfo.com/ci/content/player/578451.html,"June 28, 1992, Kolhapur ","India Women,",18.14,350,43,16,1,54*,0,33,46,12,381,1,108.85,0
Rajat Patidar,http://www.espncricinfo.com/ci/content/player/823703.html,"June 1, 1993, Indore, Madhya Pradesh ","Madhya Pradesh,",42.40,4172,281,31,10,196,6,52,29,3,2078,5,49.80,0
Amit Patil,http://www.espncricinfo.com/ci/content/player/32976.html,"September 12, 1983, Nasik ",Maharashtra,10.33,80,4,0,0,31,0,3,2,0,31,0,38.75,0
Bikas Pati,http://www.espncricinfo.com/ci/content/player/269526.html,"May 17, 1985, Jeypore, Orissa ",Orissa,19.58,2337,173,22,6,94,0,57,35,1,1097,6,46.94,0
Diwesh Pathania,http://www.espncricinfo.com/ci/content/player/723469.html,"June 22, 1989, Pathankot ",Services,15.35,837,63,4,1,68,0,45,32,5,614,22,73.35,0
Bhiguraj Pathania,http://www.espncricinfo.com/ci/content/player/1175437.html,"August 1, 1994, Dehradun, Uttarakhand ",Uttarakhand,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Yusuf Pathan,http://www.espncricinfo.com/ci/content/player/32498.html,"November 17, 1982, Baroda, Gujarat ","India,",27.00,713,62,17,3,123*,2,41,57,11,810,43,113.60,0
Irfan Pathan,http://www.espncricinfo.com/ci/content/player/32685.html,"October 27, 1984, Baroda, Gujarat ","India,",31.57,2076,131,8,6,102,1,40,29,5,1105,18,53.22,0
Babashafi Pathan,http://www.espncricinfo.com/ci/content/player/681783.html,"August 19, 1994, Vadodara, Gujarat ",Baroda,5.50,94,7,2,0,14*,0,15,10,5,55,2,58.51,0
V Krishnaprasad,http://www.espncricinfo.com/ci/content/player/30663.html,"September 19, 1946 ",Mysore,-,-,-,1,-,-,-,-,1,-,-,-,-,0
Veda Krishnamurthy,http://www.espncricinfo.com/ci/content/player/442205.html,"October 16, 1992 ","India Blue Women,",25.90,1078,90,20,8,71,0,41,48,9,829,6,76.90,1
Krishan Alang,http://www.espncricinfo.com/ci/content/player/1175459.html,"September 19, 1991, Kapurthala, Punjab ",Punjab,-,-,-,0,-,-,-,-,3,-,-,-,-,0
Kranthi Kumar,http://www.espncricinfo.com/ci/content/player/777525.html,"December 21, 1993,  Ranga Reddy, Karnataka ","Hubli Tigers,",0.00,5,0,1,0,0,0,3,3,0,0,0,0.00,0
J Kousik,http://www.espncricinfo.com/ci/content/player/923869.html,"May 23, 1995, Coimbatore, Tamil Nadu ","Ruby Trichy Warriors,",20.94,836,39,11,0,151,1,19,15,1,377,3,45.09,0
V Koushik,http://www.espncricinfo.com/ci/content/player/477335.html,"September 19, 1992 ",Shamanoor Davangere Diamonds,-,3,0,4,0,3*,0,1,10,1,3,0,100.00,0
Ananya Sen,http://www.espncricinfo.com/ci/content/player/399309.html,"June 22, 1987, Urbana Champaign, Illinois ","Cambridge MCCU,",11.33,107,4,4,0,17,0,3,3,0,34,0,31.77,0
Thirumalai Sekhar,http://www.espncricinfo.com/ci/content/player/33891.html,"March 28, 1956, Madras (now Chennai) ","India,",-,2,0,0,0,0*,0,1,2,1,0,0,0.00,0
Virender Sehwag,http://www.espncricinfo.com/ci/content/player/35263.html,"October 20, 1978, Delhi ","India,",49.34,10441,1233,91,32,319,23,180,104,6,8586,91,82.23,0
Arshad Seikh,http://www.espncricinfo.com/ci/content/player/381815.html,"April 12, 1986, Bhaderwah ",Jammu & Kashmir,5.00,87,3,0,0,10,0,6,3,3,15,0,17.24,0
Sunny Sehrawat,http://www.espncricinfo.com/ci/content/player/392600.html,"September 17, 1990, Delhi ",Delhi,27.00,61,5,1,0,27,0,1,1,0,27,0,44.26,0
Paras Sehrawat,http://www.espncricinfo.com/ci/content/player/1159809.html,"December 3, 1997, Delhi ",Nagaland,38.66,579,53,7,1,112,1,11,6,2,348,1,60.10,0
Ashish Sehrawat,http://www.espncricinfo.com/ci/content/player/1065857.html,"January 20, 1995, Delhi ","Railways,",2.00,10,1,0,0,4,0,2,1,0,4,0,40.00,0
Wahid Sayyed,http://www.espncricinfo.com/ci/content/player/317749.html,"May 2, 1985, Baroda ",Maharashtra,7.28,132,8,1,0,27*,0,12,8,5,51,0,38.63,0
Mohsin Sayyed,http://www.espncricinfo.com/ci/content/player/472185.html,"September 28, 1995, Paranda, Maharashtra ","Maharashtra,",9.83,144,8,3,0,16*,0,9,7,3,59,1,40.97,0
Sayim Mustafa,http://www.espncricinfo.com/ci/content/player/1080317.html,"October 28, 1991, Srinagar ",Jammu & Kashmir,6.00,7,1,1,0,6,0,1,1,0,6,0,85.71,0
Ramesh Saxena,http://www.espncricinfo.com/ci/content/player/33882.html,"September 20, 1944, Delhi ","India,",12.50,86,3,0,0,16,0,2,1,0,25,0,29.06,0
David Mathias,http://www.espncricinfo.com/ci/content/player/420643.html,"March 20, 1991, Awali, Karnataka ","Bangalore Brigadiers (Urban),",11.00,107,4,2,0,18,0,4,3,1,33,0,30.84,0
S Masood,http://www.espncricinfo.com/ci/content/player/237698.html,date unknown ,Madhya Pradesh,56.00,77,5,0,1,56,0,1,1,0,56,1,72.72,0
Jacob Martin,http://www.espncricinfo.com/ci/content/player/30954.html,"May 11, 1972, Baroda, Gujarat ","India,",22.57,331,15,6,0,39,0,8,10,1,158,0,47.73,0
Mayank Markande,http://www.espncricinfo.com/ci/content/player/1081442.html,"November 11, 1997, Bathinda, Punjab ","India,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
Marjan Bhuyan,http://www.espncricinfo.com/ci/content/player/686403.html,"February 20, 1995, Dhaka ",Victoria Sporting Club,4.66,84,0,2,0,6,0,6,9,3,14,0,16.66,0
Vikneshwaran Marimuthu,http://www.espncricinfo.com/ci/content/player/1159742.html,"August 30, 1992, Nedungadu, Puducherry ",Puducherry,39.60,755,51,6,2,102,1,10,8,0,396,2,52.45,0
Ahmadnoor Pathan,http://www.espncricinfo.com/ci/content/player/1125566.html,"August 28, 1996, Vadodara, Baroda ","Baroda,",14.00,24,2,0,0,14,0,1,1,0,14,0,58.33,0
Asad Pathan,http://www.espncricinfo.com/ci/content/player/430401.html,"June 17, 1984, Ankleshwar, Gujarat ","Railways,",7.00,74,4,0,0,24,0,4,2,0,28,0,37.83,0
Alshaaz Pathan,http://www.espncricinfo.com/ci/content/player/947679.html,"July 5, 1994, Ahmedabad, Gujarat ",Gujarat,6.00,30,1,1,0,6,0,1,1,0,6,0,20.00,0
Chirag Pathak,http://www.espncricinfo.com/ci/content/player/279546.html,"February 2, 1987, Keshod ","Kolkata Knight Riders,",35.56,3611,276,15,8,170,5,60,38,2,2063,12,57.13,0
Zafir Patel,http://www.espncricinfo.com/ci/content/player/559283.html,"September 14, 1992, Kamboli , Baroda ","Delhi Daredevils,",5.00,35,3,1,0,16,0,4,3,0,20,1,57.14,0
Vipulkumar Patel,http://www.espncricinfo.com/ci/content/player/32262.html,"March 17, 1981, Rundh, Surat, Gujarat ",Gujarat,3.50,6,1,0,0,6,0,2,2,0,7,0,116.66,0
Urvesh Patel,http://www.espncricinfo.com/ci/content/player/340838.html,"January 21, 1988, Nadiyaal, Maharashtra ",Vidarbha,32.09,836,45,19,2,87,0,13,9,2,353,0,42.22,2
Tejas Patel,http://www.espncricinfo.com/ci/content/player/1175480.html,"November 21, 1995, Valsad, Gujarat ",Gujarat,20.50,22,7,2,0,22,0,3,7,1,41,0,186.36,0
Urvil Patel,http://www.espncricinfo.com/ci/content/player/1131570.html,"October 17, 1998, Mehsana, Baroda ","Baroda,",14.85,141,10,11,0,29,0,9,10,2,104,3,73.75,0
Snell Patel,http://www.espncricinfo.com/ci/content/player/826867.html,"October 15, 1993, Rajkot, Saurashtra ","Saurashtra,",36.94,2689,207,50,8,156,2,37,21,0,1367,0,50.83,3
Smit Patel,http://www.espncricinfo.com/ci/content/player/532853.html,"May 16, 1993, Ahmedabad, Gujarat ","Gujarat,",34.91,4991,349,94,11,158,8,76,45,5,2479,7,49.66,7
Shahil Patel,http://www.espncricinfo.com/ci/content/player/236769.html,"August 11, 1987, Ahmedabad, Gujarat ",Gujarat,13.00,70,3,1,0,14,0,2,2,0,26,0,37.14,0
Tanush Kotian,http://www.espncricinfo.com/ci/content/player/1125960.html,"October 16, 1998, Mumbai, Maharashtra ",India Under-19s,9.50,42,0,0,0,14*,0,4,2,2,19,2,45.23,0
J Kotian,http://www.espncricinfo.com/ci/content/player/30644.html,date unknown ,Mumbai,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Yash Kothari,http://www.espncricinfo.com/ci/content/player/1081525.html,"October 6, 1995, Bhilwara, Rajasthan ",Jaipur Pink City Royals,13.75,233,10,3,0,29,0,8,8,0,110,0,47.21,0
Karsh Kothari,http://www.espncricinfo.com/ci/content/player/1126202.html,"February 29, 1996, Ahmedabad, Gujarat ","Mumbai,",2.00,97,2,2,0,11,0,8,6,1,14,0,14.43,0
Koteswar Rao,http://www.espncricinfo.com/ci/content/player/481050.html,"December 24, 1987, Kotrapadu, Andhra Pradesh ",Andhra,0.66,40,0,2,0,1*,0,9,6,6,2,0,5.00,0
Stowkat  Kota,http://www.espncricinfo.com/ci/content/player/483320.html,"May 18, 1988, Srinagar, Kashmir ",Jammu & Kashmir,-,17,0,0,0,8*,0,2,2,2,11,0,64.70,0
Bishworjit Konthoujam,http://www.espncricinfo.com/ci/content/player/1159944.html,"February 3, 1996, Imphal, Manipur ",Manipur,6.55,86,7,1,0,16,0,14,8,5,59,2,68.60,0
Jaykishan Kolsawala,http://www.espncricinfo.com/ci/content/player/469069.html,"October 10, 1989, Surat, Gujarat ","Baroda,",29.21,925,65,5,2,64,0,15,9,1,409,2,44.21,0
Akshay Kolhar,http://www.espncricinfo.com/ci/content/player/435121.html,"May 5, 1988, harwad, Maharashtra ","Vidarbha,",21.57,1550,67,9,4,91,0,27,15,1,561,0,36.19,0
Virat Kohli,http://www.espncricinfo.com/ci/content/player/253802.html,"November 5, 1988, Delhi ","India,",53.76,11549,731,72,20,243,25,131,77,8,6613,19,57.26,0
Taruwar Kohli,http://www.espncricinfo.com/ci/content/player/331855.html,"December 17, 1988, Jalandhar, Punjab ","India Under-19s,",40.40,5329,292,17,9,300*,5,65,37,8,2303,6,43.21,0
Anup Kolambkar,http://www.espncricinfo.com/ci/content/player/30280.html,"September 27, 1984, Karwar, Karnataka ",Goa Under-16s,11.20,419,16,1,0,38,0,10,6,0,112,0,26.73,0
Gaurav Kochar,http://www.espncricinfo.com/ci/content/player/854331.html,"September 17, 1992, Delhi ",Services,31.00,203,16,3,1,50,0,4,4,0,124,0,61.08,0
Jatin Saxena,http://www.espncricinfo.com/ci/content/player/34349.html,"August 4, 1982, Indore, Madhya Pradesh ","Indore,",27.54,1801,124,11,6,125*,2,39,22,4,964,3,53.52,0
Iresh Saxena,http://www.espncricinfo.com/ci/content/player/327129.html,"March 14, 1984, Faridabad, Haryana ","Bengal,",4.51,705,12,5,0,17,0,36,27,9,122,0,17.30,0
Jalaj Saxena,http://www.espncricinfo.com/ci/content/player/237199.html,"December 15, 1986, Indore, Madhya Pradesh ","Central Zone,",37.65,11078,864,41,30,194,14,178,111,18,6025,22,54.38,0
Nikhil Sawke,http://www.espncricinfo.com/ci/content/player/528065.html,"December 25, 1990, Indore, Madhya Pradesh ",Madhya Pradesh Cricket Association XI,1.00,5,0,0,0,1*,0,2,2,1,1,0,20.00,0
Akshay  Kodoth,http://www.espncricinfo.com/ci/content/player/446510.html,"March 20, 1992, Kollam, Kerala ",Kerala,20.43,1189,53,32,2,72,0,25,18,2,470,1,39.52,11
Dinesh Sawal,http://www.espncricinfo.com/ci/content/player/290639.html,"March 3, 1982, Mapusa, Goa ",Goa,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Saurabh Singh,http://www.espncricinfo.com/ci/content/player/1081527.html,"October 11, 1997, Barabanki, Uttar Pradesh ","Bengal Under-19s,",17.00,55,0,0,0,17,0,1,1,0,17,0,30.90,0
Saurabh Kumar,http://www.espncricinfo.com/ci/content/player/627214.html,"May 1, 1993,  Baghpat, Uttar Pradesh ","Rising Pune Supergiant,",29.27,1654,180,13,7,133,2,49,34,6,1259,12,76.11,0
Shubham Saundiyal,http://www.espncricinfo.com/ci/content/player/1159778.html,date unknown ,Uttarakhand,0.00,1,0,0,0,0,0,1,3,0,0,0,0.00,0
Sushant Marathe,http://www.espncricinfo.com/ci/content/player/31756.html,"October 16, 1985, Bombay (now Mumbai), Maharashtra ","India Under-19s,",24.71,1788,92,16,2,144,2,29,17,1,692,1,38.70,1
Manzoor Dar,http://www.espncricinfo.com/ci/content/player/1080203.html,"November 1, 1993, Bandipora, Jammu & Kashmir ","Jammu & Kashmir,",12.11,107,10,1,0,24,0,9,10,0,109,5,101.86,0
Unnikrishnan Manukrishnan,http://www.espncricinfo.com/ci/content/player/423810.html,"October 4, 1988, Manjummel, Kerala ","Kerala,",15.76,679,21,2,0,32*,0,17,12,4,205,0,30.19,0
Dinesh Mantri,http://www.espncricinfo.com/ci/content/player/381853.html,date unknown ,Services,11.50,75,4,0,0,20,0,2,1,0,23,0,30.66,0
Manoj Singh,http://www.espncricinfo.com/ci/content/player/425784.html,"October 15, 1990, Dehri, Bihar ",Madhya Pradesh Cricket Association XI,29.53,2006,91,50,6,125,1,31,18,3,827,7,41.22,7
Manojit Ghosh,http://www.espncricinfo.com/ci/content/player/625378.html,"September 10, 1983, Kolkata ",Bengal,-,6,1,0,0,4*,0,1,1,1,4,0,66.66,0
Rajkishan Patel,http://www.espncricinfo.com/ci/content/player/1083880.html,"April 30, 1997, Sundargarh, Orissa ","Odisha,",7.00,30,3,0,0,17,0,3,3,0,21,0,70.00,0
Rashid Patel,http://www.espncricinfo.com/ci/content/player/32249.html,"June 1, 1964, Sabarkantha, Gujarat ","India,",0.00,15,0,1,0,0,0,2,1,0,0,0,0.00,0
Parthiv Patel,http://www.espncricinfo.com/ci/content/player/32242.html,"March 9, 1985, Ahmedabad, Gujarat ","India,",31.13,1927,126,62,6,71,0,38,25,8,934,1,48.46,10
Paresh Patel,http://www.espncricinfo.com/ci/content/player/32971.html,"September 18, 1985, Bhubaneswar ","India Red,",23.51,2180,104,9,3,95,0,33,20,0,776,2,35.59,0
Mehul Patel,http://www.espncricinfo.com/ci/content/player/376658.html,"November 17, 1984, Gaviyar, Gujarat ",Gujarat,12.42,270,10,2,0,22,0,12,8,5,87,1,32.22,0
Monil Patel,http://www.espncricinfo.com/ci/content/player/500133.html,"May 5, 1990, Enfield, Middlesex, London ",Baroda,10.00,15,2,0,0,10,0,1,1,0,10,0,66.66,0
Munaf Patel,http://www.espncricinfo.com/ci/content/player/32965.html,"July 12, 1983, Ikhar, Gujarat ","India,",7.50,142,8,6,0,15*,0,14,13,6,60,1,42.25,0
Lakshman Kishore,http://www.espncricinfo.com/ci/content/player/30224.html,"December 27, 1982, Visakhapatnam, Andhra Pradesh ",Andhra Under-25s,5.60,111,2,0,0,14,0,7,5,2,28,0,25.22,0
